case_study,session_id,uid_local,group_local,uid_global,group_global,score,rank
case_study_3,17,uid13,2,case_study_3_17_uid13,case_study_3_17_2,4,3
case_study_3,17,uid8,2,case_study_3_17_uid8,case_study_3_17_2,5,1
case_study_3,17,uid14,2,case_study_3_17_uid14,case_study_3_17_2,5,2
case_study_3,17,uid6,2,case_study_3_17_uid6,case_study_3_17_2,4,6
case_study_3,17,uid18,1,case_study_3_17_uid18,case_study_3_17_1,5,7
case_study_3,17,uid17,2,case_study_3_17_uid17,case_study_3_17_2,4,5
case_study_3,17,uid22,3,case_study_3_17_uid22,case_study_3_17_3,3,6
case_study_3,17,uid11,3,case_study_3_17_uid11,case_study_3_17_3,4,6
case_study_3,17,uid3,3,case_study_3_17_uid3,case_study_3_17_3,3,6
case_study_3,17,uid2,3,case_study_3_17_uid2,case_study_3_17_3,3,6
case_study_3,17,uid9,3,case_study_3_17_uid9,case_study_3_17_3,3,6
case_study_3,17,uid13,3,case_study_3_17_uid13,case_study_3_17_3,5,2
case_study_3,17,uid12,3,case_study_3_17_uid12,case_study_3_17_3,4,7
case_study_3,17,uid19,3,case_study_3_17_uid19,case_study_3_17_3,5,5
case_study_3,17,uid10,3,case_study_3_17_uid10,case_study_3_17_3,4,5
case_study_3,17,uid4,3,case_study_3_17_uid4,case_study_3_17_3,4,6
case_study_3,17,uid20,3,case_study_3_17_uid20,case_study_3_17_3,5,1
case_study_3,17,uid8,3,case_study_3_17_uid8,case_study_3_17_3,4,7
case_study_3,17,uid16,3,case_study_3_17_uid16,case_study_3_17_3,3,6
case_study_3,17,uid23,3,case_study_3_17_uid23,case_study_3_17_3,4,2
case_study_3,17,uid14,3,case_study_3_17_uid14,case_study_3_17_3,4,6
case_study_3,17,uid21,3,case_study_3_17_uid21,case_study_3_17_3,4,5
case_study_3,17,uid7,3,case_study_3_17_uid7,case_study_3_17_3,5,1
case_study_3,17,uid17,3,case_study_3_17_uid17,case_study_3_17_3,5,2
case_study_3,17,uid5,3,case_study_3_17_uid5,case_study_3_17_3,4,6
case_study_3,17,uid6,3,case_study_3_17_uid6,case_study_3_17_3,4,4
case_study_3,17,uid15,3,case_study_3_17_uid15,case_study_3_17_3,4,2
case_study_3,17,uid18,2,case_study_3_17_uid18,case_study_3_17_2,5,2
case_study_3,17,uid1,4,case_study_3_17_uid1,case_study_3_17_4,5,5
case_study_3,17,uid10,4,case_study_3_17_uid10,case_study_3_17_4,4,4
case_study_3,17,uid14,4,case_study_3_17_uid14,case_study_3_17_4,4,3
case_study_3,17,uid4,4,case_study_3_17_uid4,case_study_3_17_4,4,3
case_study_3,17,uid23,4,case_study_3_17_uid23,case_study_3_17_4,3,6
case_study_3,17,uid20,4,case_study_3_17_uid20,case_study_3_17_4,4,5
case_study_3,17,uid16,4,case_study_3_17_uid16,case_study_3_17_4,4,5
case_study_3,17,uid15,4,case_study_3_17_uid15,case_study_3_17_4,3,6
case_study_3,17,uid9,4,case_study_3_17_uid9,case_study_3_17_4,4,5
case_study_3,17,uid7,4,case_study_3_17_uid7,case_study_3_17_4,5,3
case_study_3,17,uid3,4,case_study_3_17_uid3,case_study_3_17_4,5,3
case_study_3,17,uid19,4,case_study_3_17_uid19,case_study_3_17_4,5,2
case_study_3,17,uid12,4,case_study_3_17_uid12,case_study_3_17_4,5,4
case_study_3,17,uid21,4,case_study_3_17_uid21,case_study_3_17_4,4,6
case_study_3,17,uid8,4,case_study_3_17_uid8,case_study_3_17_4,4,3
case_study_3,17,uid11,4,case_study_3_17_uid11,case_study_3_17_4,5,2
case_study_3,17,uid17,4,case_study_3_17_uid17,case_study_3_17_4,3,6
case_study_3,17,uid6,4,case_study_3_17_uid6,case_study_3_17_4,5,2
case_study_3,17,uid13,4,case_study_3_17_uid13,case_study_3_17_4,3,5
case_study_3,17,uid22,4,case_study_3_17_uid22,case_study_3_17_4,5,1
case_study_3,17,uid1,5,case_study_3_17_uid1,case_study_3_17_5,5,4
case_study_3,17,uid1,3,case_study_3_17_uid1,case_study_3_17_3,5,6
case_study_3,17,uid17,5,case_study_3_17_uid17,case_study_3_17_5,5,3
case_study_3,17,uid23,5,case_study_3_17_uid23,case_study_3_17_5,4,3
case_study_3,17,uid22,5,case_study_3_17_uid22,case_study_3_17_5,4,5
case_study_3,17,uid13,5,case_study_3_17_uid13,case_study_3_17_5,3,6
case_study_3,17,uid1,7,case_study_3_17_uid1,case_study_3_17_7,5,1
case_study_3,17,uid9,5,case_study_3_17_uid9,case_study_3_17_5,5,2
case_study_3,17,uid1,6,case_study_3_17_uid1,case_study_3_17_6,5,7
case_study_3,17,uid18,4,case_study_3_17_uid18,case_study_3_17_4,5,6
case_study_3,17,uid7,5,case_study_3_17_uid7,case_study_3_17_5,4,5
case_study_3,17,uid18,5,case_study_3_17_uid18,case_study_3_17_5,5,3
case_study_3,17,uid20,5,case_study_3_17_uid20,case_study_3_17_5,5,3
case_study_3,17,uid16,5,case_study_3_17_uid16,case_study_3_17_5,4,2
case_study_3,17,uid5,5,case_study_3_17_uid5,case_study_3_17_5,4,4
case_study_3,17,uid11,5,case_study_3_17_uid11,case_study_3_17_5,4,4
case_study_3,17,uid15,5,case_study_3_17_uid15,case_study_3_17_5,3,4
case_study_3,17,uid3,5,case_study_3_17_uid3,case_study_3_17_5,5,2
case_study_3,17,uid2,5,case_study_3_17_uid2,case_study_3_17_5,5,1
case_study_3,17,uid12,5,case_study_3_17_uid12,case_study_3_17_5,5,1
case_study_3,17,uid8,5,case_study_3_17_uid8,case_study_3_17_5,4,5
case_study_3,17,uid19,5,case_study_3_17_uid19,case_study_3_17_5,5,3
case_study_3,17,uid18,3,case_study_3_17_uid18,case_study_3_17_3,5,5
case_study_3,17,uid5,4,case_study_3_17_uid5,case_study_3_17_4,5,1
case_study_3,17,uid10,5,case_study_3_17_uid10,case_study_3_17_5,5,1
case_study_3,17,uid21,5,case_study_3_17_uid21,case_study_3_17_5,5,1
case_study_3,17,uid14,5,case_study_3_17_uid14,case_study_3_17_5,5,1
case_study_3,17,uid4,5,case_study_3_17_uid4,case_study_3_17_5,5,1
case_study_3,17,uid6,5,case_study_3_17_uid6,case_study_3_17_5,5,1
case_study_3,17,uid23,6,case_study_3_17_uid23,case_study_3_17_6,4,1
case_study_3,17,uid5,6,case_study_3_17_uid5,case_study_3_17_6,4,5
case_study_3,17,uid4,6,case_study_3_17_uid4,case_study_3_17_6,4,4
case_study_3,17,uid11,6,case_study_3_17_uid11,case_study_3_17_6,4,5
case_study_3,17,uid22,6,case_study_3_17_uid22,case_study_3_17_6,4,2
case_study_3,17,uid9,6,case_study_3_17_uid9,case_study_3_17_6,4,3
case_study_3,17,uid19,6,case_study_3_17_uid19,case_study_3_17_6,4,6
case_study_3,17,uid16,6,case_study_3_17_uid16,case_study_3_17_6,4,4
case_study_3,17,uid15,6,case_study_3_17_uid15,case_study_3_17_6,3,5
case_study_3,17,uid3,6,case_study_3_17_uid3,case_study_3_17_6,4,5
case_study_3,17,uid21,6,case_study_3_17_uid21,case_study_3_17_6,4,4
case_study_3,17,uid7,6,case_study_3_17_uid7,case_study_3_17_6,5,2
case_study_3,17,uid2,6,case_study_3_17_uid2,case_study_3_17_6,4,3
case_study_3,17,uid12,6,case_study_3_17_uid12,case_study_3_17_6,5,2
case_study_3,17,uid20,6,case_study_3_17_uid20,case_study_3_17_6,5,2
case_study_3,17,uid17,6,case_study_3_17_uid17,case_study_3_17_6,5,1
case_study_3,17,uid6,6,case_study_3_17_uid6,case_study_3_17_6,4,5
case_study_3,17,uid8,6,case_study_3_17_uid8,case_study_3_17_6,4,4
case_study_3,17,uid13,6,case_study_3_17_uid13,case_study_3_17_6,5,1
case_study_3,17,uid10,6,case_study_3_17_uid10,case_study_3_17_6,4,3
case_study_3,17,uid14,6,case_study_3_17_uid14,case_study_3_17_6,4,5
case_study_3,17,uid17,7,case_study_3_17_uid17,case_study_3_17_7,3,7
case_study_3,17,uid23,7,case_study_3_17_uid23,case_study_3_17_7,2,7
case_study_3,17,uid13,7,case_study_3_17_uid13,case_study_3_17_7,2,7
case_study_3,17,uid22,7,case_study_3_17_uid22,case_study_3_17_7,3,7
case_study_3,17,uid20,7,case_study_3_17_uid20,case_study_3_17_7,3,7
case_study_3,17,uid21,7,case_study_3_17_uid21,case_study_3_17_7,3,7
case_study_3,17,uid7,7,case_study_3_17_uid7,case_study_3_17_7,3,7
case_study_3,17,uid5,7,case_study_3_17_uid5,case_study_3_17_7,3,7
case_study_3,17,uid11,7,case_study_3_17_uid11,case_study_3_17_7,3,7
case_study_3,17,uid16,7,case_study_3_17_uid16,case_study_3_17_7,3,7
case_study_3,17,uid15,7,case_study_3_17_uid15,case_study_3_17_7,2,7
case_study_3,17,uid14,7,case_study_3_17_uid14,case_study_3_17_7,4,7
case_study_3,17,uid9,7,case_study_3_17_uid9,case_study_3_17_7,3,7
case_study_3,17,uid2,7,case_study_3_17_uid2,case_study_3_17_7,3,7
case_study_3,17,uid4,7,case_study_3_17_uid4,case_study_3_17_7,3,7
case_study_3,17,uid10,7,case_study_3_17_uid10,case_study_3_17_7,3,7
case_study_3,17,uid6,7,case_study_3_17_uid6,case_study_3_17_7,3,7
case_study_3,17,uid8,7,case_study_3_17_uid8,case_study_3_17_7,4,2
case_study_3,17,uid19,7,case_study_3_17_uid19,case_study_3_17_7,3,7
case_study_3,17,uid12,7,case_study_3_17_uid12,case_study_3_17_7,5,3
case_study_3,17,uid18,6,case_study_3_17_uid18,case_study_3_17_6,5,4
case_study_3,17,uid18,7,case_study_3_17_uid18,case_study_3_17_7,5,1
case_study_3,17,uid3,7,case_study_3_17_uid3,case_study_3_17_7,2,7
case_study_3,18,uid1,1,case_study_3_18_uid1,case_study_3_18_1,4,3
case_study_3,18,uid4,1,case_study_3_18_uid4,case_study_3_18_1,5,2
case_study_3,18,uid11,1,case_study_3_18_uid11,case_study_3_18_1,5,4
case_study_3,18,uid7,1,case_study_3_18_uid7,case_study_3_18_1,5,1
case_study_3,18,uid1,5,case_study_3_18_uid1,case_study_3_18_5,5,1
case_study_3,18,uid14,1,case_study_3_18_uid14,case_study_3_18_1,5,2
case_study_3,18,uid2,1,case_study_3_18_uid2,case_study_3_18_1,4,2
case_study_3,18,uid19,1,case_study_3_18_uid19,case_study_3_18_1,4,3
case_study_3,18,uid16,1,case_study_3_18_uid16,case_study_3_18_1,5,3
case_study_3,18,uid5,1,case_study_3_18_uid5,case_study_3_18_1,4,4
case_study_3,18,uid12,1,case_study_3_18_uid12,case_study_3_18_1,4,3
case_study_3,18,uid17,1,case_study_3_18_uid17,case_study_3_18_1,4,4
case_study_3,18,uid3,1,case_study_3_18_uid3,case_study_3_18_1,4,5
case_study_3,18,uid15,1,case_study_3_18_uid15,case_study_3_18_1,5,1
case_study_3,18,uid8,1,case_study_3_18_uid8,case_study_3_18_1,5,1
case_study_3,18,uid18,1,case_study_3_18_uid18,case_study_3_18_1,5,1
case_study_3,18,uid9,1,case_study_3_18_uid9,case_study_3_18_1,4,3
case_study_3,18,uid6,1,case_study_3_18_uid6,case_study_3_18_1,3,5
case_study_3,18,uid10,1,case_study_3_18_uid10,case_study_3_18_1,4,4
case_study_3,18,uid13,1,case_study_3_18_uid13,case_study_3_18_1,3,4
case_study_3,18,uid1,2,case_study_3_18_uid1,case_study_3_18_2,4,5
case_study_3,18,uid14,2,case_study_3_18_uid14,case_study_3_18_2,3,6
case_study_3,18,uid3,2,case_study_3_18_uid3,case_study_3_18_2,4,2
case_study_3,18,uid2,2,case_study_3_18_uid2,case_study_3_18_2,4,4
case_study_3,18,uid16,2,case_study_3_18_uid16,case_study_3_18_2,5,1
case_study_3,18,uid11,2,case_study_3_18_uid11,case_study_3_18_2,5,2
case_study_3,18,uid4,2,case_study_3_18_uid4,case_study_3_18_2,4,4
case_study_3,18,uid7,2,case_study_3_18_uid7,case_study_3_18_2,4,5
case_study_3,18,uid18,2,case_study_3_18_uid18,case_study_3_18_2,4,5
case_study_3,18,uid12,2,case_study_3_18_uid12,case_study_3_18_2,3,6
case_study_3,18,uid19,2,case_study_3_18_uid19,case_study_3_18_2,4,4
case_study_3,18,uid15,2,case_study_3_18_uid15,case_study_3_18_2,4,4
case_study_3,18,uid13,2,case_study_3_18_uid13,case_study_3_18_2,2,6
case_study_3,18,uid9,2,case_study_3_18_uid9,case_study_3_18_2,5,2
case_study_3,18,uid5,2,case_study_3_18_uid5,case_study_3_18_2,5,1
case_study_3,18,uid17,2,case_study_3_18_uid17,case_study_3_18_2,5,1
case_study_3,18,uid8,2,case_study_3_18_uid8,case_study_3_18_2,4,4
case_study_3,18,uid6,2,case_study_3_18_uid6,case_study_3_18_2,4,4
case_study_3,18,uid1,3,case_study_3_18_uid1,case_study_3_18_3,5,2
case_study_3,18,uid10,2,case_study_3_18_uid10,case_study_3_18_2,5,1
case_study_3,18,uid3,3,case_study_3_18_uid3,case_study_3_18_3,4,3
case_study_3,18,uid13,3,case_study_3_18_uid13,case_study_3_18_3,4,3
case_study_3,18,uid18,3,case_study_3_18_uid18,case_study_3_18_3,4,4
case_study_3,18,uid12,3,case_study_3_18_uid12,case_study_3_18_3,5,2
case_study_3,18,uid5,3,case_study_3_18_uid5,case_study_3_18_3,4,3
case_study_3,18,uid19,3,case_study_3_18_uid19,case_study_3_18_3,3,5
case_study_3,18,uid17,3,case_study_3_18_uid17,case_study_3_18_3,4,3
case_study_3,18,uid15,3,case_study_3_18_uid15,case_study_3_18_3,5,2
case_study_3,18,uid13,6,case_study_3_18_uid13,case_study_3_18_6,5,1
case_study_3,18,uid11,3,case_study_3_18_uid11,case_study_3_18_3,4,6
case_study_3,18,uid14,3,case_study_3_18_uid14,case_study_3_18_3,5,1
case_study_3,18,uid4,3,case_study_3_18_uid4,case_study_3_18_3,5,1
case_study_3,18,uid2,3,case_study_3_18_uid2,case_study_3_18_3,5,1
case_study_3,18,uid6,3,case_study_3_18_uid6,case_study_3_18_3,4,3
case_study_3,18,uid7,3,case_study_3_18_uid7,case_study_3_18_3,5,2
case_study_3,18,uid9,3,case_study_3_18_uid9,case_study_3_18_3,3,5
case_study_3,18,uid16,3,case_study_3_18_uid16,case_study_3_18_3,5,2
case_study_3,18,uid10,3,case_study_3_18_uid10,case_study_3_18_3,4,5
case_study_3,18,uid8,3,case_study_3_18_uid8,case_study_3_18_3,5,2
case_study_3,18,uid1,4,case_study_3_18_uid1,case_study_3_18_4,4,4
case_study_3,18,uid7,4,case_study_3_18_uid7,case_study_3_18_4,4,3
case_study_3,18,uid11,4,case_study_3_18_uid11,case_study_3_18_4,5,3
case_study_3,18,uid4,4,case_study_3_18_uid4,case_study_3_18_4,3,5
case_study_3,18,uid2,4,case_study_3_18_uid2,case_study_3_18_4,3,5
case_study_3,18,uid6,4,case_study_3_18_uid6,case_study_3_18_4,3,6
case_study_3,18,uid13,4,case_study_3_18_uid13,case_study_3_18_4,3,5
case_study_3,18,uid14,4,case_study_3_18_uid14,case_study_3_18_4,4,3
case_study_3,18,uid15,4,case_study_3_18_uid15,case_study_3_18_4,4,5
case_study_3,18,uid10,4,case_study_3_18_uid10,case_study_3_18_4,5,2
case_study_3,18,uid8,4,case_study_3_18_uid8,case_study_3_18_4,3,5
case_study_3,18,uid18,4,case_study_3_18_uid18,case_study_3_18_4,5,3
case_study_3,18,uid9,4,case_study_3_18_uid9,case_study_3_18_4,3,6
case_study_3,18,uid12,4,case_study_3_18_uid12,case_study_3_18_4,5,1
case_study_3,18,uid5,4,case_study_3_18_uid5,case_study_3_18_4,4,5
case_study_3,18,uid3,4,case_study_3_18_uid3,case_study_3_18_4,5,1
case_study_3,18,uid17,4,case_study_3_18_uid17,case_study_3_18_4,3,5
case_study_3,18,uid16,4,case_study_3_18_uid16,case_study_3_18_4,4,5
case_study_3,18,uid18,5,case_study_3_18_uid18,case_study_3_18_5,5,2
case_study_3,18,uid3,5,case_study_3_18_uid3,case_study_3_18_5,3,6
case_study_3,18,uid13,5,case_study_3_18_uid13,case_study_3_18_5,4,2
case_study_3,18,uid5,5,case_study_3_18_uid5,case_study_3_18_5,5,2
case_study_3,18,uid4,5,case_study_3_18_uid4,case_study_3_18_5,4,3
case_study_3,18,uid14,5,case_study_3_18_uid14,case_study_3_18_5,4,5
case_study_3,18,uid7,5,case_study_3_18_uid7,case_study_3_18_5,4,4
case_study_3,18,uid11,5,case_study_3_18_uid11,case_study_3_18_5,5,5
case_study_3,18,uid2,5,case_study_3_18_uid2,case_study_3_18_5,4,3
case_study_3,18,uid15,5,case_study_3_18_uid15,case_study_3_18_5,4,3
case_study_3,18,uid19,5,case_study_3_18_uid19,case_study_3_18_5,5,1
case_study_3,18,uid9,5,case_study_3_18_uid9,case_study_3_18_5,5,1
case_study_3,18,uid17,5,case_study_3_18_uid17,case_study_3_18_5,4,2
case_study_3,18,uid16,5,case_study_3_18_uid16,case_study_3_18_5,4,6
case_study_3,18,uid19,4,case_study_3_18_uid19,case_study_3_18_4,4,2
case_study_3,18,uid6,5,case_study_3_18_uid6,case_study_3_18_5,4,2
case_study_3,18,uid10,5,case_study_3_18_uid10,case_study_3_18_5,3,6
case_study_3,18,uid12,5,case_study_3_18_uid12,case_study_3_18_5,4,4
case_study_3,18,uid8,5,case_study_3_18_uid8,case_study_3_18_5,4,3
case_study_3,18,uid14,6,case_study_3_18_uid14,case_study_3_18_6,4,4
case_study_3,18,uid18,6,case_study_3_18_uid18,case_study_3_18_6,3,6
case_study_3,18,uid1,6,case_study_3_18_uid1,case_study_3_18_6,4,6
case_study_3,18,uid8,6,case_study_3_18_uid8,case_study_3_18_6,3,6
case_study_3,18,uid7,6,case_study_3_18_uid7,case_study_3_18_6,3,6
case_study_3,18,uid17,6,case_study_3_18_uid17,case_study_3_18_6,3,6
case_study_3,18,uid19,6,case_study_3_18_uid19,case_study_3_18_6,3,6
case_study_3,18,uid3,6,case_study_3_18_uid3,case_study_3_18_6,4,4
case_study_3,18,uid15,6,case_study_3_18_uid15,case_study_3_18_6,2,6
case_study_3,18,uid11,6,case_study_3_18_uid11,case_study_3_18_6,5,1
case_study_3,18,uid2,6,case_study_3_18_uid2,case_study_3_18_6,3,6
case_study_3,18,uid12,6,case_study_3_18_uid12,case_study_3_18_6,3,5
case_study_3,18,uid9,6,case_study_3_18_uid9,case_study_3_18_6,3,4
case_study_3,18,uid6,6,case_study_3_18_uid6,case_study_3_18_6,5,1
case_study_3,18,uid4,6,case_study_3_18_uid4,case_study_3_18_6,3,6
case_study_3,18,uid5,6,case_study_3_18_uid5,case_study_3_18_6,3,6
case_study_3,18,uid10,6,case_study_3_18_uid10,case_study_3_18_6,4,3
case_study_3,18,uid16,6,case_study_3_18_uid16,case_study_3_18_6,4,4
case_study_3,19,uid3,2,case_study_3_19_uid3,case_study_3_19_2,4,8
case_study_3,19,uid8,2,case_study_3_19_uid8,case_study_3_19_2,5,4
case_study_3,19,uid7,2,case_study_3_19_uid7,case_study_3_19_2,3,8
case_study_3,19,uid13,2,case_study_3_19_uid13,case_study_3_19_2,4,2
case_study_3,19,uid10,1,case_study_3_19_uid10,case_study_3_19_1,4,7
case_study_3,19,uid5,1,case_study_3_19_uid5,case_study_3_19_1,4,3
case_study_3,19,uid14,1,case_study_3_19_uid14,case_study_3_19_1,4,4
case_study_3,19,uid11,1,case_study_3_19_uid11,case_study_3_19_1,4,3
case_study_3,19,uid6,1,case_study_3_19_uid6,case_study_3_19_1,5,1
case_study_3,19,uid7,1,case_study_3_19_uid7,case_study_3_19_1,4,6
case_study_3,19,uid1,1,case_study_3_19_uid1,case_study_3_19_1,5,6
case_study_3,19,uid13,4,case_study_3_19_uid13,case_study_3_19_4,4,5
case_study_3,19,uid8,1,case_study_3_19_uid8,case_study_3_19_1,5,5
case_study_3,19,uid12,1,case_study_3_19_uid12,case_study_3_19_1,5,3
case_study_3,19,uid2,1,case_study_3_19_uid2,case_study_3_19_1,5,3
case_study_3,19,uid3,1,case_study_3_19_uid3,case_study_3_19_1,5,4
case_study_3,19,uid13,1,case_study_3_19_uid13,case_study_3_19_1,4,6
case_study_3,19,uid5,2,case_study_3_19_uid5,case_study_3_19_2,3,7
case_study_3,19,uid10,2,case_study_3_19_uid10,case_study_3_19_2,5,1
case_study_3,19,uid6,2,case_study_3_19_uid6,case_study_3_19_2,4,4
case_study_3,19,uid12,2,case_study_3_19_uid12,case_study_3_19_2,4,8
case_study_3,19,uid2,2,case_study_3_19_uid2,case_study_3_19_2,5,4
case_study_3,19,uid11,2,case_study_3_19_uid11,case_study_3_19_2,5,1
case_study_3,19,uid14,2,case_study_3_19_uid14,case_study_3_19_2,4,3
case_study_3,19,uid4,1,case_study_3_19_uid4,case_study_3_19_1,3,6
case_study_3,19,uid9,2,case_study_3_19_uid9,case_study_3_19_2,3,7
case_study_3,19,uid5,3,case_study_3_19_uid5,case_study_3_19_3,4,5
case_study_3,19,uid10,3,case_study_3_19_uid10,case_study_3_19_3,4,8
case_study_3,19,uid14,3,case_study_3_19_uid14,case_study_3_19_3,4,5
case_study_3,19,uid11,3,case_study_3_19_uid11,case_study_3_19_3,3,9
case_study_3,19,uid9,3,case_study_3_19_uid9,case_study_3_19_3,4,6
case_study_3,19,uid7,3,case_study_3_19_uid7,case_study_3_19_3,4,5
case_study_3,19,uid8,3,case_study_3_19_uid8,case_study_3_19_3,5,3
case_study_3,19,uid6,3,case_study_3_19_uid6,case_study_3_19_3,3,5
case_study_3,19,uid9,1,case_study_3_19_uid9,case_study_3_19_1,5,2
case_study_3,19,uid4,3,case_study_3_19_uid4,case_study_3_19_3,3,8
case_study_3,19,uid13,3,case_study_3_19_uid13,case_study_3_19_3,4,4
case_study_3,19,uid12,3,case_study_3_19_uid12,case_study_3_19_3,5,5
case_study_3,19,uid2,3,case_study_3_19_uid2,case_study_3_19_3,4,7
case_study_3,19,uid3,3,case_study_3_19_uid3,case_study_3_19_3,5,3
case_study_3,19,uid1,3,case_study_3_19_uid1,case_study_3_19_3,5,1
case_study_3,19,uid1,2,case_study_3_19_uid1,case_study_3_19_2,5,3
case_study_3,19,uid4,2,case_study_3_19_uid4,case_study_3_19_2,4,3
case_study_3,19,uid5,4,case_study_3_19_uid5,case_study_3_19_4,4,4
case_study_3,19,uid14,4,case_study_3_19_uid14,case_study_3_19_4,5,2
case_study_3,19,uid7,4,case_study_3_19_uid7,case_study_3_19_4,4,4
case_study_3,19,uid9,4,case_study_3_19_uid9,case_study_3_19_4,5,3
case_study_3,19,uid8,4,case_study_3_19_uid8,case_study_3_19_4,5,2
case_study_3,19,uid4,4,case_study_3_19_uid4,case_study_3_19_4,5,2
case_study_3,19,uid6,4,case_study_3_19_uid6,case_study_3_19_4,5,3
case_study_3,19,uid11,4,case_study_3_19_uid11,case_study_3_19_4,4,4
case_study_3,19,uid2,4,case_study_3_19_uid2,case_study_3_19_4,5,2
case_study_3,19,uid10,4,case_study_3_19_uid10,case_study_3_19_4,4,3
case_study_3,19,uid1,4,case_study_3_19_uid1,case_study_3_19_4,4,7
case_study_3,19,uid3,4,case_study_3_19_uid3,case_study_3_19_4,4,5
case_study_3,19,uid7,5,case_study_3_19_uid7,case_study_3_19_5,5,1
case_study_3,19,uid4,5,case_study_3_19_uid4,case_study_3_19_5,5,1
case_study_3,19,uid9,5,case_study_3_19_uid9,case_study_3_19_5,5,1
case_study_3,19,uid13,5,case_study_3_19_uid13,case_study_3_19_5,5,1
case_study_3,19,uid2,5,case_study_3_19_uid2,case_study_3_19_5,5,1
case_study_3,19,uid8,5,case_study_3_19_uid8,case_study_3_19_5,5,1
case_study_3,19,uid3,5,case_study_3_19_uid3,case_study_3_19_5,5,2
case_study_3,19,uid10,5,case_study_3_19_uid10,case_study_3_19_5,5,2
case_study_3,19,uid6,5,case_study_3_19_uid6,case_study_3_19_5,5,2
case_study_3,19,uid14,5,case_study_3_19_uid14,case_study_3_19_5,5,1
case_study_3,19,uid1,5,case_study_3_19_uid1,case_study_3_19_5,5,2
case_study_3,19,uid11,5,case_study_3_19_uid11,case_study_3_19_5,3,6
case_study_3,19,uid12,4,case_study_3_19_uid12,case_study_3_19_4,5,4
case_study_3,19,uid5,5,case_study_3_19_uid5,case_study_3_19_5,5,1
case_study_3,19,uid5,6,case_study_3_19_uid5,case_study_3_19_6,4,2
case_study_3,19,uid10,6,case_study_3_19_uid10,case_study_3_19_6,4,4
case_study_3,19,uid2,6,case_study_3_19_uid2,case_study_3_19_6,4,6
case_study_3,19,uid7,6,case_study_3_19_uid7,case_study_3_19_6,5,2
case_study_3,19,uid8,6,case_study_3_19_uid8,case_study_3_19_6,4,7
case_study_3,19,uid12,6,case_study_3_19_uid12,case_study_3_19_6,5,2
case_study_3,19,uid9,6,case_study_3_19_uid9,case_study_3_19_6,4,5
case_study_3,19,uid11,6,case_study_3_19_uid11,case_study_3_19_6,3,5
case_study_3,19,uid12,5,case_study_3_19_uid12,case_study_3_19_5,5,1
case_study_3,19,uid13,6,case_study_3_19_uid13,case_study_3_19_6,4,3
case_study_3,19,uid3,6,case_study_3_19_uid3,case_study_3_19_6,4,7
case_study_3,19,uid4,6,case_study_3_19_uid4,case_study_3_19_6,4,4
case_study_3,19,uid14,6,case_study_3_19_uid14,case_study_3_19_6,4,6
case_study_3,19,uid6,6,case_study_3_19_uid6,case_study_3_19_6,3,6
case_study_3,19,uid1,6,case_study_3_19_uid1,case_study_3_19_6,5,4
case_study_3,19,uid14,7,case_study_3_19_uid14,case_study_3_19_7,3,8
case_study_3,19,uid2,7,case_study_3_19_uid2,case_study_3_19_7,4,8
case_study_3,19,uid3,7,case_study_3_19_uid3,case_study_3_19_7,5,1
